fecha,division,variacion_mensual,variacion_interanual,region
2023-11-01,Comunicación,,,GBA
2023-11-01,Comunicación,,,Pampeana
2023-11-01,Comunicación,16.0,,Noreste
2023-11-01,Comunicación,,,Noroeste
2023-11-01,Comunicación,,,Cuyo
2023-11-01,Comunicación,,,Patagonia
2023-11-01,Comunicación,,,Nacional
2023-11-01,Recreación y cultura,,,GBA
2023-11-01,Recreación y cultura,14.0,,Pampeana
2023-11-01,Recreación y cultura,,,Noreste
2023-11-01,Recreación y cultura,,,Noroeste
2023-11-01,Recreación y cultura,,,Cuyo
2023-11-01,Recreación y cultura,12.0,,Patagonia
2023-11-01,Recreación y cultura,,,Nacional
2023-11-01,Educación,,,GBA
2023-11-01,Educación,,125.0,Pampeana
2023-11-01,Educación,,,Noreste
2023-11-01,Educación,,,Noroeste
2023-11-01,Educación,,,Cuyo
2023-11-01,Educación,,,Patagonia
2023-11-01,Educación,,,Nacional
2023-11-01,Restaurantes y hoteles,,,GBA
2023-11-01,Restaurantes y hoteles,,,Pampeana
2023-11-01,Restaurantes y hoteles,,,Noreste
2023-11-01,Restaurantes y hoteles,,,Noroeste
2023-11-01,Restaurantes y hoteles,,,Cuyo
2023-11-01,Restaurantes y hoteles,,,Patagonia
2023-11-01,Restaurantes y hoteles,12.0,,Nacional
2023-11-01,Bienes y servicios varios,,,GBA
2023-11-01,Bienes y servicios varios,,,Pampeana
2023-11-01,Bienes y servicios varios,,,Noreste
2023-11-01,Bienes y servicios varios,12.0,,Noroeste
2023-11-01,Bienes y servicios varios,,,Cuyo
2023-11-01,Bienes y servicios varios,,,Patagonia
2023-11-01,Bienes y servicios varios,,,Nacional
2023-11-01,,,,GBA
2023-11-01,,,,Pampeana
2023-11-01,,,,Noreste
2023-11-01,,,,Noroeste
2023-11-01,,,135.0,Cuyo
2023-11-01,,,,Patagonia
2023-11-01,,,,Nacional
2023-11-01,,,,GBA
2023-11-01,,,171.0,Pampeana
2023-11-01,,,,Noreste
2023-11-01,,,174.0,Noroeste
2023-11-01,,,167.0,Cuyo
2023-11-01,,,,Patagonia
2023-11-01,,,,Nacional
2023-11-01,,,,GBA
2023-11-01,,,,Pampeana
2023-11-01,,,,Noreste
2023-11-01,,,,Noroeste
2023-11-01,,,,Cuyo
2023-11-01,,,133.0,Patagonia
2023-11-01,,,,Nacional
2023-11-01,,,,GBA
2023-11-01,,,,Pampeana
2023-11-01,,,,Noreste
2023-11-01,,,,Noroeste
2023-11-01,,,,Cuyo
2023-11-01,,,,Patagonia
2023-11-01,,,167.0,Nacional
2023-11-01,,,,GBA
2023-11-01,,,,Pampeana
2023-11-01,,,,Noreste
2023-11-01,,,,Noroeste
2023-11-01,,,,Cuyo
2023-11-01,,,,Patagonia
2023-11-01,,,,Nacional
2023-12-01,NIVEL GENERAL,,,GBA
2023-12-01,NIVEL GENERAL,,,Pampeana
2023-12-01,NIVEL GENERAL,,,Noreste
2023-12-01,NIVEL GENERAL,,,Noroeste
2023-12-01,NIVEL GENERAL,,,Cuyo
2023-12-01,NIVEL GENERAL,,,Patagonia
2023-12-01,NIVEL GENERAL,,,Nacional
2023-12-01,Alimentos y bebidas no alcohólicas,,,GBA
2023-12-01,Alimentos y bebidas no alcohólicas,30.0,,Pampeana
2023-12-01,Alimentos y bebidas no alcohólicas,,,Noreste
2023-12-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2023-12-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2023-12-01,Alimentos y bebidas no alcohólicas,28.0,,Patagonia
2023-12-01,Alimentos y bebidas no alcohólicas,,,Nacional
2023-12-01,Bebidas alcohólicas y tabaco,,,GBA
2023-12-01,Bebidas alcohólicas y tabaco,,,Pampeana
2023-12-01,Bebidas alcohólicas y tabaco,,,Noreste
2023-12-01,Bebidas alcohólicas y tabaco,,,Noroeste
2023-12-01,Bebidas alcohólicas y tabaco,,,Cuyo
2023-12-01,Bebidas alcohólicas y tabaco,,,Patagonia
2023-12-01,Bebidas alcohólicas y tabaco,,180.0,Nacional
2023-12-01,Prendas de vestir y calzado,,,GBA
2023-12-01,Prendas de vestir y calzado,16.0,,Pampeana
2023-12-01,Prendas de vestir y calzado,19.0,,Noreste
2023-12-01,Prendas de vestir y calzado,,,Noroeste
2023-12-01,Prendas de vestir y calzado,,,Cuyo
2023-12-01,Prendas de vestir y calzado,,,Patagonia
2023-12-01,Prendas de vestir y calzado,,,Nacional
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,152.0,GBA
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,157.0,Cuyo
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2023-12-01,"Vivienda, agua, electricidad, gas y otros combustibles",,149.0,Nacional
2023-12-01,Equipamiento y mantenimiento del hogar,,,GBA
2023-12-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2023-12-01,Equipamiento y mantenimiento del hogar,,,Noreste
2023-12-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2023-12-01,Equipamiento y mantenimiento del hogar,,217.0,Cuyo
2023-12-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2023-12-01,Equipamiento y mantenimiento del hogar,,,Nacional
2023-12-01,Salud,,223.0,GBA
2023-12-01,Salud,34.0,,Pampeana
2023-12-01,Salud,,,Noreste
2023-12-01,Salud,,,Noroeste
2023-12-01,Salud,,,Cuyo
2023-12-01,Salud,32.0,225.0,Patagonia
2023-12-01,Salud,,,Nacional
2023-12-01,Transporte,,,GBA
2023-12-01,Transporte,,,Pampeana
2023-12-01,Transporte,37.0,,Noreste
2023-12-01,Transporte,,,Noroeste
2023-12-01,Transporte,,,Cuyo
2023-12-01,Transporte,,,Patagonia
2023-12-01,Transporte,,,Nacional
2023-12-01,Comunicación,,,GBA
2023-12-01,Comunicación,,,Pampeana
2023-12-01,Comunicación,,,Noreste
2023-12-01,Comunicación,,,Noroeste
2023-12-01,Comunicación,15.0,,Cuyo
2023-12-01,Comunicación,,,Patagonia
2023-12-01,Comunicación,,,Nacional
2023-12-01,Recreación y cultura,21.0,,GBA
2023-12-01,Recreación y cultura,,,Pampeana
2023-12-01,Recreación y cultura,,,Noreste
2023-12-01,Recreación y cultura,,,Noroeste
2023-12-01,Recreación y cultura,,,Cuyo
2023-12-01,Recreación y cultura,,,Patagonia
2023-12-01,Recreación y cultura,,,Nacional
2023-12-01,Educación,7.0,,GBA
2023-12-01,Educación,,,Pampeana
2023-12-01,Educación,,,Noreste
2023-12-01,Educación,,150.0,Noroeste
2023-12-01,Educación,,,Cuyo
2023-12-01,Educación,,,Patagonia
2023-12-01,Educación,,,Nacional
2023-12-01,Restaurantes y hoteles,,,GBA
2023-12-01,Restaurantes y hoteles,,,Pampeana
2023-12-01,Restaurantes y hoteles,25.0,,Noreste
2023-12-01,Restaurantes y hoteles,,216.0,Noroeste
2023-12-01,Restaurantes y hoteles,,,Cuyo
2023-12-01,Restaurantes y hoteles,,,Patagonia
2023-12-01,Restaurantes y hoteles,,,Nacional
2023-12-01,Bienes y servicios varios,,202.0,GBA
2023-12-01,Bienes y servicios varios,,,Pampeana
2023-12-01,Bienes y servicios varios,,,Noreste
2023-12-01,Bienes y servicios varios,,,Noroeste
2023-12-01,Bienes y servicios varios,,196.0,Cuyo
2023-12-01,Bienes y servicios varios,,,Patagonia
2023-12-01,Bienes y servicios varios,,,Nacional
2023-12-01,,,,GBA
2023-12-01,,,,Pampeana
2023-12-01,,,,Noreste
2023-12-01,,16.0,168.0,Noroeste
2023-12-01,,,,Cuyo
2023-12-01,,,,Patagonia
2023-12-01,,,179.0,Nacional
2023-12-01,,,,GBA
2023-12-01,,28.0,,Pampeana
2023-12-01,,,,Noreste
2023-12-01,,28.0,,Noroeste
2023-12-01,,,,Cuyo
2023-12-01,,,,Patagonia
2023-12-01,,,,Nacional
2023-12-01,,,163.0,GBA
2023-12-01,,,,Pampeana
2023-12-01,,,176.0,Noreste
2023-12-01,,,,Noroeste
2023-12-01,,,,Cuyo
2023-12-01,,,,Patagonia
2023-12-01,,,,Nacional
2023-12-01,,30.0,,GBA
2023-12-01,,,,Pampeana
2023-12-01,,,,Noreste
2023-12-01,,,,Noroeste
2023-12-01,,,,Cuyo
2023-12-01,,,,Patagonia
2023-12-01,,,,Nacional
2023-12-01,,,,GBA
2023-12-01,,,,Pampeana
2023-12-01,,,,Noreste
2023-12-01,,,,Noroeste
2023-12-01,,,,Cuyo
2023-12-01,,,,Patagonia
2023-12-01,,,,Nacional
2024-01-01,NIVEL GENERAL,,,GBA
2024-01-01,NIVEL GENERAL,,,Pampeana
2024-01-01,NIVEL GENERAL,,,Noreste
2024-01-01,NIVEL GENERAL,,,Noroeste
2024-01-01,NIVEL GENERAL,,,Cuyo
2024-01-01,NIVEL GENERAL,,,Patagonia
2024-01-01,NIVEL GENERAL,,,Nacional
2024-01-01,Alimentos y bebidas no alcohólicas,,,GBA
2024-01-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2024-01-01,Alimentos y bebidas no alcohólicas,,,Noreste
2024-01-01,Alimentos y bebidas no alcohólicas,,297.0,Noroeste
2024-01-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2024-01-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2024-01-01,Alimentos y bebidas no alcohólicas,,,Nacional
2024-01-01,Bebidas alcohólicas y tabaco,,,GBA
2024-01-01,Bebidas alcohólicas y tabaco,,,Pampeana
2024-01-01,Bebidas alcohólicas y tabaco,,228.0,Noreste
2024-01-01,Bebidas alcohólicas y tabaco,,,Noroeste
2024-01-01,Bebidas alcohólicas y tabaco,,,Cuyo
2024-01-01,Bebidas alcohólicas y tabaco,,216.0,Patagonia
2024-01-01,Bebidas alcohólicas y tabaco,21.0,,Nacional
2024-01-01,Prendas de vestir y calzado,,,GBA
2024-01-01,Prendas de vestir y calzado,,,Pampeana
2024-01-01,Prendas de vestir y calzado,,189.0,Noreste
2024-01-01,Prendas de vestir y calzado,,,Noroeste
2024-01-01,Prendas de vestir y calzado,,,Cuyo
2024-01-01,Prendas de vestir y calzado,,,Patagonia
2024-01-01,Prendas de vestir y calzado,,,Nacional
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",,200.0,Noreste
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2024-01-01,"Vivienda, agua, electricidad, gas y otros combustibles",14.0,,Nacional
2024-01-01,Equipamiento y mantenimiento del hogar,,,GBA
2024-01-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2024-01-01,Equipamiento y mantenimiento del hogar,,,Noreste
2024-01-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2024-01-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2024-01-01,Equipamiento y mantenimiento del hogar,26.0,,Patagonia
2024-01-01,Equipamiento y mantenimiento del hogar,,285.0,Nacional
2024-01-01,Salud,,,GBA
2024-01-01,Salud,,,Pampeana
2024-01-01,Salud,,,Noreste
2024-01-01,Salud,,,Noroeste
2024-01-01,Salud,,,Cuyo
2024-01-01,Salud,,,Patagonia
2024-01-01,Salud,,,Nacional
2024-01-01,Transporte,,,GBA
2024-01-01,Transporte,,,Pampeana
2024-01-01,Transporte,,,Noreste
2024-01-01,Transporte,,,Noroeste
2024-01-01,Transporte,,,Cuyo
2024-01-01,Transporte,,,Patagonia
2024-01-01,Transporte,,243.0,Nacional
2024-01-01,Comunicación,,,GBA
2024-01-01,Comunicación,,,Pampeana
2024-01-01,Comunicación,,,Noreste
2024-01-01,Comunicación,,,Noroeste
2024-01-01,Comunicación,,,Cuyo
2024-01-01,Comunicación,,,Patagonia
2024-01-01,Comunicación,,,Nacional
2024-01-01,Recreación y cultura,24.0,,GBA
2024-01-01,Recreación y cultura,,,Pampeana
2024-01-01,Recreación y cultura,,,Noreste
2024-01-01,Recreación y cultura,22.0,,Noroeste
2024-01-01,Recreación y cultura,,,Cuyo
2024-01-01,Recreación y cultura,,269.0,Patagonia
2024-01-01,Recreación y cultura,24.0,,Nacional
2024-01-01,Educación,,,GBA
2024-01-01,Educación,,127.0,Pampeana
2024-01-01,Educación,,,Noreste
2024-01-01,Educación,,,Noroeste
2024-01-01,Educación,0.0,,Cuyo
2024-01-01,Educación,,,Patagonia
2024-01-01,Educación,,,Nacional
2024-01-01,Restaurantes y hoteles,,,GBA
2024-01-01,Restaurantes y hoteles,,,Pampeana
2024-01-01,Restaurantes y hoteles,,,Noreste
2024-01-01,Restaurantes y hoteles,,,Noroeste
2024-01-01,Restaurantes y hoteles,,,Cuyo
2024-01-01,Restaurantes y hoteles,,,Patagonia
2024-01-01,Restaurantes y hoteles,,,Nacional
2024-01-01,Bienes y servicios varios,,306.0,GBA
2024-01-01,Bienes y servicios varios,,,Pampeana
2024-01-01,Bienes y servicios varios,,,Noreste
2024-01-01,Bienes y servicios varios,,,Noroeste
2024-01-01,Bienes y servicios varios,,,Cuyo
2024-01-01,Bienes y servicios varios,57.0,,Patagonia
2024-01-01,Bienes y servicios varios,,,Nacional
2024-01-01,,,,GBA
2024-01-01,,,,Pampeana
2024-01-01,,,,Noreste
2024-01-01,,,,Noroeste
2024-01-01,,,,Cuyo
2024-01-01,,,,Patagonia
2024-01-01,,,,Nacional
2024-01-01,,19.0,,GBA
2024-01-01,,,,Pampeana
2024-01-01,,,,Noreste
2024-01-01,,22.0,,Noroeste
2024-01-01,,,,Cuyo
2024-01-01,,,,Patagonia
2024-01-01,,,,Nacional
2024-01-01,,,,GBA
2024-01-01,,,219.0,Pampeana
2024-01-01,,,,Noreste
2024-01-01,,,,Noroeste
2024-01-01,,,,Cuyo
2024-01-01,,,225.0,Patagonia
2024-01-01,,,,Nacional
2024-01-01,,,,GBA
2024-01-01,,,277.0,Pampeana
2024-01-01,,,,Noreste
2024-01-01,,,,Noroeste
2024-01-01,,,276.0,Cuyo
2024-01-01,,,,Patagonia
2024-01-01,,,,Nacional
2024-01-01,,,,GBA
2024-01-01,,,,Pampeana
2024-01-01,,,,Noreste
2024-01-01,,,,Noroeste
2024-01-01,,,180.0,Cuyo
2024-01-01,,,,Patagonia
2024-01-01,,,193.0,Nacional
2024-02-01,NIVEL GENERAL,15.0,,GBA
2024-02-01,NIVEL GENERAL,,,Pampeana
2024-02-01,NIVEL GENERAL,,,Noreste
2024-02-01,NIVEL GENERAL,,,Noroeste
2024-02-01,NIVEL GENERAL,,,Cuyo
2024-02-01,NIVEL GENERAL,,,Patagonia
2024-02-01,NIVEL GENERAL,,,Nacional
2024-02-01,Alimentos y bebidas no alcohólicas,,,GBA
2024-02-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2024-02-01,Alimentos y bebidas no alcohólicas,,,Noreste
2024-02-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2024-02-01,Alimentos y bebidas no alcohólicas,12.0,,Cuyo
2024-02-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2024-02-01,Alimentos y bebidas no alcohólicas,,,Nacional
2024-02-01,Bebidas alcohólicas y tabaco,,,GBA
2024-02-01,Bebidas alcohólicas y tabaco,,,Pampeana
2024-02-01,Bebidas alcohólicas y tabaco,,,Noreste
2024-02-01,Bebidas alcohólicas y tabaco,,,Noroeste
2024-02-01,Bebidas alcohólicas y tabaco,,,Cuyo
2024-02-01,Bebidas alcohólicas y tabaco,,,Patagonia
2024-02-01,Bebidas alcohólicas y tabaco,,,Nacional
2024-02-01,Prendas de vestir y calzado,,,GBA
2024-02-01,Prendas de vestir y calzado,,,Pampeana
2024-02-01,Prendas de vestir y calzado,,,Noreste
2024-02-01,Prendas de vestir y calzado,,,Noroeste
2024-02-01,Prendas de vestir y calzado,,,Cuyo
2024-02-01,Prendas de vestir y calzado,,,Patagonia
2024-02-01,Prendas de vestir y calzado,,,Nacional
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",15.0,,Pampeana
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2024-02-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2024-02-01,Equipamiento y mantenimiento del hogar,10.0,,GBA
2024-02-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2024-02-01,Equipamiento y mantenimiento del hogar,9.0,,Noreste
2024-02-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2024-02-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2024-02-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2024-02-01,Equipamiento y mantenimiento del hogar,,,Nacional
2024-02-01,Salud,15.0,,GBA
2024-02-01,Salud,,,Pampeana
2024-02-01,Salud,13.0,,Noreste
2024-02-01,Salud,,,Noroeste
2024-02-01,Salud,,,Cuyo
2024-02-01,Salud,,,Patagonia
2024-02-01,Salud,,,Nacional
2024-02-01,Transporte,,,GBA
2024-02-01,Transporte,,284.0,Pampeana
2024-02-01,Transporte,,,Noreste
2024-02-01,Transporte,,,Noroeste
2024-02-01,Transporte,,,Cuyo
2024-02-01,Transporte,,288.0,Patagonia
2024-02-01,Transporte,,,Nacional
2024-02-01,Comunicación,25.0,291.0,GBA
2024-02-01,Comunicación,,,Pampeana
2024-02-01,Comunicación,,,Noreste
2024-02-01,Comunicación,,,Noroeste
2024-02-01,Comunicación,,,Cuyo
2024-02-01,Comunicación,,,Patagonia
2024-02-01,Comunicación,,,Nacional
2024-02-01,Recreación y cultura,,,GBA
2024-02-01,Recreación y cultura,8.0,,Pampeana
2024-02-01,Recreación y cultura,,,Noreste
2024-02-01,Recreación y cultura,,,Noroeste
2024-02-01,Recreación y cultura,,,Cuyo
2024-02-01,Recreación y cultura,,282.0,Patagonia
2024-02-01,Recreación y cultura,,,Nacional
2024-02-01,Educación,,,GBA
2024-02-01,Educación,,,Pampeana
2024-02-01,Educación,,,Noreste
2024-02-01,Educación,,154.0,Noroeste
2024-02-01,Educación,,,Cuyo
2024-02-01,Educación,,,Patagonia
2024-02-01,Educación,,,Nacional
2024-02-01,Restaurantes y hoteles,,,GBA
2024-02-01,Restaurantes y hoteles,,281.0,Pampeana
2024-02-01,Restaurantes y hoteles,,,Noreste
2024-02-01,Restaurantes y hoteles,,,Noroeste
2024-02-01,Restaurantes y hoteles,,,Cuyo
2024-02-01,Restaurantes y hoteles,,,Patagonia
2024-02-01,Restaurantes y hoteles,,,Nacional
2024-02-01,Bienes y servicios varios,,,GBA
2024-02-01,Bienes y servicios varios,,,Pampeana
2024-02-01,Bienes y servicios varios,,,Noreste
2024-02-01,Bienes y servicios varios,,,Noroeste
2024-02-01,Bienes y servicios varios,22.0,,Cuyo
2024-02-01,Bienes y servicios varios,22.0,,Patagonia
2024-02-01,Bienes y servicios varios,,,Nacional
2024-02-01,,,,GBA
2024-02-01,,,215.0,Pampeana
2024-02-01,,,,Noreste
2024-02-01,,,,Noroeste
2024-02-01,,,,Cuyo
2024-02-01,,,,Patagonia
2024-02-01,,,216.0,Nacional
2024-02-01,,,,GBA
2024-02-01,,,,Pampeana
2024-02-01,,,,Noreste
2024-02-01,,,,Noroeste
2024-02-01,,,,Cuyo
2024-02-01,,,,Patagonia
2024-02-01,,,,Nacional
2024-02-01,,,,GBA
2024-02-01,,,,Pampeana
2024-02-01,,,,Noreste
2024-02-01,,,,Noroeste
2024-02-01,,,,Cuyo
2024-02-01,,,,Patagonia
2024-02-01,,,,Nacional
2024-02-01,,,298.0,GBA
2024-02-01,,,,Pampeana
2024-02-01,,,285.0,Noreste
2024-02-01,,,,Noroeste
2024-02-01,,,,Cuyo
2024-02-01,,,,Patagonia
2024-02-01,,,,Nacional
2024-02-01,,,,GBA
2024-02-01,,,,Pampeana
2024-02-01,,,,Noreste
2024-02-01,,18.0,,Noroeste
2024-02-01,,,,Cuyo
2024-02-01,,,,Patagonia
2024-02-01,,,,Nacional
2024-03-01,NIVEL GENERAL,,,GBA
2024-03-01,NIVEL GENERAL,,,Pampeana
2024-03-01,NIVEL GENERAL,,,Noreste
2024-03-01,NIVEL GENERAL,,,Noroeste
2024-03-01,NIVEL GENERAL,,,Cuyo
2024-03-01,NIVEL GENERAL,,,Patagonia
2024-03-01,NIVEL GENERAL,11.0,,Nacional
2024-03-01,Alimentos y bebidas no alcohólicas,,,GBA
2024-03-01,Alimentos y bebidas no alcohólicas,,,Pampeana
2024-03-01,Alimentos y bebidas no alcohólicas,,288.0,Noreste
2024-03-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2024-03-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2024-03-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2024-03-01,Alimentos y bebidas no alcohólicas,,,Nacional
2024-03-01,Bebidas alcohólicas y tabaco,,,GBA
2024-03-01,Bebidas alcohólicas y tabaco,,,Pampeana
2024-03-01,Bebidas alcohólicas y tabaco,,,Noreste
2024-03-01,Bebidas alcohólicas y tabaco,,,Noroeste
2024-03-01,Bebidas alcohólicas y tabaco,,,Cuyo
2024-03-01,Bebidas alcohólicas y tabaco,,,Patagonia
2024-03-01,Bebidas alcohólicas y tabaco,,,Nacional
2024-03-01,Prendas de vestir y calzado,,,GBA
2024-03-01,Prendas de vestir y calzado,11.0,,Pampeana
2024-03-01,Prendas de vestir y calzado,,,Noreste
2024-03-01,Prendas de vestir y calzado,,,Noroeste
2024-03-01,Prendas de vestir y calzado,,193.0,Cuyo
2024-03-01,Prendas de vestir y calzado,13.0,,Patagonia
2024-03-01,Prendas de vestir y calzado,,,Nacional
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,GBA
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Pampeana
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noreste
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Noroeste
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Cuyo
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Patagonia
2024-03-01,"Vivienda, agua, electricidad, gas y otros combustibles",,,Nacional
2024-03-01,Equipamiento y mantenimiento del hogar,,,GBA
2024-03-01,Equipamiento y mantenimiento del hogar,,,Pampeana
2024-03-01,Equipamiento y mantenimiento del hogar,,,Noreste
2024-03-01,Equipamiento y mantenimiento del hogar,,,Noroeste
2024-03-01,Equipamiento y mantenimiento del hogar,,,Cuyo
2024-03-01,Equipamiento y mantenimiento del hogar,,,Patagonia
2024-03-01,Equipamiento y mantenimiento del hogar,5.0,,Nacional
2024-03-01,Salud,,,GBA
2024-03-01,Salud,,,Pampeana
2024-03-01,Salud,,,Noreste
2024-03-01,Salud,,,Noroeste
2024-03-01,Salud,,,Cuyo
2024-03-01,Salud,,,Patagonia
2024-03-01,Salud,,,Nacional
2024-03-01,Transporte,,,GBA
2024-03-01,Transporte,,,Pampeana
2024-03-01,Transporte,,,Noreste
2024-03-01,Transporte,,,Noroeste
2024-03-01,Transporte,,,Cuyo
2024-03-01,Transporte,,,Patagonia
2024-03-01,Transporte,13.0,,Nacional
2024-03-01,Comunicación,,,GBA
2024-03-01,Comunicación,,,Pampeana
2024-03-01,Comunicación,,,Noreste
2024-03-01,Comunicación,,,Noroeste
2024-03-01,Comunicación,,,Cuyo
2024-03-01,Comunicación,13.0,,Patagonia
2024-03-01,Comunicación,,,Nacional
2024-03-01,Recreación y cultura,,,GBA
2024-03-01,Recreación y cultura,,,Pampeana
2024-03-01,Recreación y cultura,,288.0,Noreste
2024-03-01,Recreación y cultura,,,Noroeste
2024-03-01,Recreación y cultura,,,Cuyo
2024-03-01,Recreación y cultura,,,Patagonia
2024-03-01,Recreación y cultura,,285.0,Nacional
2024-03-01,Educación,47.0,,GBA
2024-03-01,Educación,,,Pampeana
2024-03-01,Educación,,,Noreste
2024-03-01,Educación,,,Noroeste
2024-03-01,Educación,,173.0,Cuyo
2024-03-01,Educación,64.0,,Patagonia
2024-03-01,Educación,,,Nacional
2024-03-01,Restaurantes y hoteles,,,GBA
2024-03-01,Restaurantes y hoteles,,,Pampeana
2024-03-01,Restaurantes y hoteles,,278.0,Noreste
2024-03-01,Restaurantes y hoteles,,,Noroeste
2024-03-01,Restaurantes y hoteles,,,Cuyo
2024-03-01,Restaurantes y hoteles,11.0,,Patagonia
2024-03-01,Restaurantes y hoteles,,,Nacional
2024-03-01,Bienes y servicios varios,,,GBA
2024-03-01,Bienes y servicios varios,,,Pampeana
2024-03-01,Bienes y servicios varios,9.0,,Noreste
2024-03-01,Bienes y servicios varios,,,Noroeste
2024-03-01,Bienes y servicios varios,,,Cuyo
2024-03-01,Bienes y servicios varios,,,Patagonia
2024-03-01,Bienes y servicios varios,,,Nacional
2024-03-01,,,,GBA
2024-03-01,,,,Pampeana
2024-03-01,,,,Noreste
2024-03-01,,,,Noroeste
2024-03-01,,,,Cuyo
2024-03-01,,,,Patagonia
2024-03-01,,,,Nacional
2024-03-01,,,,GBA
2024-03-01,,,,Pampeana
2024-03-01,,,,Noreste
2024-03-01,,,,Noroeste
2024-03-01,,,,Cuyo
2024-03-01,,,307.0,Patagonia
2024-03-01,,,300.0,Nacional
2024-03-01,,,,GBA
2024-03-01,,,,Pampeana
2024-03-01,,,,Noreste
2024-03-01,,,,Noroeste
2024-03-01,,,281.0,Cuyo
2024-03-01,,15.0,,Patagonia
2024-03-01,,,,Nacional
2024-03-01,,,,GBA
2024-03-01,,,,Pampeana
2024-03-01,,,,Noreste
2024-03-01,,,,Noroeste
2024-03-01,,,,Cuyo
2024-03-01,,,,Patagonia
2024-03-01,,,,Nacional
2024-03-01,,,,GBA
2024-03-01,,,,Pampeana
2024-03-01,,,,Noreste
2024-03-01,,,,Noroeste
2024-03-01,,,230.0,Cuyo
2024-03-01,,,,Patagonia
2024-03-01,,,,Nacional
2024-04-01,NIVEL GENERAL,,,GBA
2024-04-01,NIVEL GENERAL,,,Pampeana
2024-04-01,NIVEL GENERAL,,,Noreste
2024-04-01,NIVEL GENERAL,,,Noroeste
2024-04-01,NIVEL GENERAL,,,Cuyo
2024-04-01,NIVEL GENERAL,,,Patagonia
2024-04-01,NIVEL GENERAL,,,Nacional
2024-04-01,Alimentos y bebidas no alcohólicas,,,GBA
2024-04-01,Alimentos y bebidas no alcohólicas,,289.0,Pampeana
2024-04-01,Alimentos y bebidas no alcohólicas,,,Noreste
2024-04-01,Alimentos y bebidas no alcohólicas,,,Noroeste
2024-04-01,Alimentos y bebidas no alcohólicas,,,Cuyo
2024-04-01,Alimentos y bebidas no alcohólicas,,,Patagonia
2024-04-01,Alimentos y bebidas no alcohólicas,6.0,293.0,Nacional
2024-04-01,Bebidas alcohólicas y tabaco,,,GBA
2024-04-01,Bebidas alcohólicas y tabaco,,278.0,Pampeana
2024-04-01,Bebidas alcohólicas y tabaco,,,Noreste
2024-04-01,Bebidas alcohólicas y tabaco,,,Noroeste
2024-04-01,Bebidas alcohólicas y tabaco,,274.0,Cuyo
